User: USER,Path: C:\Program Files (x86)\BMG\CLARIOstar\User\Data\,Test run no.: 7822,,,,,,,,,,,,,,,,,,,,,,,
Test name: MURIS_Ab,Date: 2021-08-25,Time: 11:20:18 AM,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ID1: plate315,,,,,,,,,,,,,,,,,,,,,,,,,
Absorbance spectrum,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Well,,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,C01,C02,C03,C04,C05,C06,D01,D02,D03,D04,D05,D06
Raw Data (Abs Spectrum),610,0.257,0.15,0.357,0.171,0.175,0.12,0.247,0.144,0.387,0.167,0.175,0.127,0.258,0.152,0.385,0.177,0.17,0.129,0.273,0.155,0.385,0.178,0.162,0.122
Raw Data (Abs Spectrum),620,0.264,0.151,0.366,0.174,0.179,0.12,0.254,0.146,0.396,0.17,0.179,0.127,0.266,0.153,0.394,0.179,0.174,0.129,0.28,0.157,0.394,0.181,0.165,0.122
Raw Data (Abs Spectrum),630,0.272,0.151,0.367,0.173,0.179,0.118,0.261,0.145,0.397,0.169,0.179,0.125,0.274,0.153,0.395,0.179,0.174,0.127,0.288,0.156,0.395,0.18,0.165,0.12
Raw Data (Abs Spectrum),640,0.272,0.15,0.36,0.172,0.178,0.116,0.261,0.144,0.389,0.168,0.177,0.123,0.273,0.152,0.387,0.177,0.172,0.125,0.287,0.155,0.387,0.179,0.163,0.118
Raw Data (Abs Spectrum),650,0.261,0.147,0.352,0.167,0.173,0.114,0.25,0.141,0.381,0.163,0.173,0.121,0.262,0.148,0.379,0.172,0.168,0.123,0.276,0.152,0.379,0.174,0.16,0.116
Raw Data (Abs Spectrum),660,0.25,0.143,0.347,0.162,0.168,0.112,0.239,0.138,0.376,0.158,0.168,0.119,0.251,0.145,0.374,0.167,0.163,0.121,0.265,0.148,0.374,0.169,0.155,0.114
Raw Data (Abs Spectrum),670,0.253,0.143,0.357,0.162,0.169,0.114,0.242,0.138,0.387,0.158,0.169,0.121,0.254,0.145,0.385,0.167,0.164,0.123,0.268,0.148,0.384,0.169,0.156,0.116
Raw Data (Abs Spectrum),680,0.261,0.145,0.375,0.163,0.172,0.115,0.25,0.139,0.406,0.159,0.171,0.122,0.262,0.146,0.404,0.169,0.166,0.124,0.277,0.149,0.403,0.17,0.159,0.117
Raw Data (Abs Spectrum),690,0.252,0.141,0.366,0.158,0.167,0.112,0.241,0.135,0.396,0.155,0.167,0.119,0.253,0.142,0.395,0.164,0.162,0.121,0.268,0.146,0.394,0.165,0.155,0.114
Raw Data (Abs Spectrum),700,0.236,0.137,0.343,0.151,0.16,0.108,0.225,0.131,0.371,0.148,0.159,0.114,0.236,0.137,0.369,0.156,0.155,0.116,0.252,0.141,0.369,0.158,0.149,0.109
Raw Data (Abs Spectrum),710,0.227,0.134,0.33,0.149,0.157,0.107,0.217,0.129,0.356,0.146,0.157,0.114,0.227,0.135,0.354,0.154,0.153,0.116,0.242,0.139,0.355,0.156,0.147,0.109
Raw Data (Abs Spectrum),720,0.221,0.133,0.32,0.147,0.154,0.107,0.211,0.128,0.346,0.144,0.155,0.113,0.221,0.134,0.344,0.152,0.151,0.115,0.237,0.138,0.344,0.154,0.145,0.108
Raw Data (Abs Spectrum),730,0.219,0.134,0.317,0.148,0.155,0.108,0.209,0.129,0.342,0.145,0.155,0.114,0.219,0.135,0.341,0.153,0.152,0.116,0.235,0.139,0.341,0.155,0.146,0.109
Raw Data (Abs Spectrum),740,0.217,0.135,0.313,0.148,0.155,0.11,0.208,0.13,0.338,0.145,0.156,0.116,0.217,0.136,0.336,0.154,0.152,0.118,0.233,0.14,0.337,0.156,0.147,0.111
Raw Data (Abs Spectrum),750,0.214,0.134,0.309,0.147,0.154,0.109,0.205,0.129,0.334,0.144,0.154,0.115,0.214,0.135,0.331,0.153,0.151,0.117,0.23,0.139,0.332,0.154,0.146,0.111
